iterations,0,1,2,3,4,5,6,7,8,9,10
6031,0.398993012,0.433189066,0.149005882,0.484818656,0.556960095,0.38540604,1.003020011,0.988459519,0.988954916,1.02026046,0.245834742
6032,0.398993012,0.433189066,0.149005882,0.484818656,0.556960095,0.38540604,1.003020011,0.988459519,0.988954916,1.02026046,0.245834742
6033,0.399351939,0.43324917,0.152655118,0.485366278,0.556873281,0.390471368,1.002907055,0.986421184,0.985761937,1.021248343,0.249204686
6034,0.399651474,0.433842114,0.148181081,0.481093491,0.55491932,0.389641479,0.999702825,0.990338383,0.983025354,1.02198038,0.247092252
6035,0.399318779,0.434715624,0.147993404,0.482306037,0.550669966,0.385228637,1.001592244,0.988110786,0.984513151,1.023433681,0.247509405
6036,0.399318779,0.434715624,0.147993404,0.482306037,0.550669966,0.385228637,1.001592244,0.988110786,0.984513151,1.023433681,0.247509405
6037,0.399440816,0.4345362,0.149330289,0.48483671,0.552429213,0.390984565,1.003688727,0.991151355,0.982371864,1.022504174,0.247354383
6038,0.399440816,0.4345362,0.149330289,0.48483671,0.552429213,0.390984565,1.003688727,0.991151355,0.982371864,1.022504174,0.247354383
6039,0.398174983,0.434644525,0.147145481,0.485206976,0.54967153,0.391799784,1.004742247,0.991794374,0.982700112,1.022456857,0.243326416
6040,0.398174983,0.434644525,0.147145481,0.485206976,0.54967153,0.391799784,1.004742247,0.991794374,0.982700112,1.022456857,0.243326416
6041,0.397677073,0.434686256,0.140961365,0.488704714,0.54970521,0.389914659,1.005364434,0.987994498,0.985469898,1.026347076,0.241903447
6042,0.398229199,0.434154039,0.143817391,0.486223363,0.544094779,0.386587483,1.002366705,0.992435106,0.984743762,1.02541424,0.243525989
6043,0.398229199,0.434154039,0.143817391,0.486223363,0.544094779,0.386587483,1.002366705,0.992435106,0.984743762,1.02541424,0.243525989
6044,0.396595809,0.433903067,0.143476344,0.486486732,0.541655634,0.387719422,1.008198216,0.994947352,0.992777797,1.023242736,0.241330311
6045,0.396490117,0.433308393,0.14233812,0.483136181,0.546467224,0.385061651,1.007791943,0.992135587,0.991099819,1.022804698,0.237693218
6046,0.396664109,0.432551776,0.149032497,0.478974795,0.544279555,0.383098328,1.003849974,0.99082997,0.990960047,1.022923188,0.24065602
6047,0.39563456,0.433578307,0.150074426,0.473586257,0.54534765,0.383925035,1.003507576,0.990847593,0.989303748,1.024568018,0.243478387
6048,0.395229726,0.433363879,0.146457383,0.47565143,0.547042844,0.382491922,0.998377365,0.988575198,0.994270687,1.024712292,0.242881598
6049,0.396005809,0.433230625,0.148657211,0.477656903,0.542983284,0.387413486,0.997328383,0.985201829,0.995591869,1.030235448,0.242076518
6050,0.396644717,0.432536214,0.15247686,0.477230169,0.536237639,0.378849319,0.997781277,0.986354806,0.996873409,1.029834653,0.242708972
6051,0.396652653,0.43323391,0.154967221,0.477699416,0.536471942,0.379943067,0.996830726,0.984181673,0.996540889,1.028884639,0.244766291
